edge_type,model_from,model_to,layer,cka_before,cka_after,cka_gain,procrustes_before,procrustes_after,procrustes_gain,operator_r2_train,operator_r2,operator_fro,operator_trace_mean,operator_spectral_entropy,operator_spectral_pr
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_4,0.9694815278053284,0.9973607063293457,0.027879178524017334,0.014178913626094646,0.006007239390181121,0.008171674235913525,0.999947340069007,0.9917519774753288,22.908117294311523,0.07964097708463669,5.386096477508545,158.8118896484375
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_6,0.6937696933746338,0.9812641143798828,0.287494421005249,0.043268872298479595,0.011376886374909556,0.03189198592357004,0.9999925254765487,0.9809725434182099,32.25323486328125,0.08237312734127045,5.3325629234313965,101.42436218261719
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_8,0.6469506621360779,0.9658710956573486,0.31892043352127075,0.04980463214163171,0.0155221554008233,0.03428247674080841,0.9999986942992681,0.9628090163434228,34.74245834350586,0.07505682110786438,5.358931541442871,89.33358001708984
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_10,0.650930643081665,0.9511956572532654,0.30026501417160034,0.05390841658813084,0.020096660489063896,0.03381175609906695,0.9999996621653949,0.9474895472472246,41.07872772216797,0.07376382499933243,5.379031658172607,75.42011260986328
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_12,0.20505216717720032,0.946005642414093,0.7409534752368927,0.09233792314095562,0.0217464152628152,0.07059150787814042,0.9999999167693856,0.9411263322673729,58.64626693725586,0.06944184005260468,5.362349510192871,46.985904693603516
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_0,0.9870610237121582,0.9987863302230835,0.011725306510925293,0.01734587240023817,0.011773060380270347,0.005572812019967824,0.9796330380290785,0.9692530541941551,0.1410473883152008,-1.1264154409218463e-06,4.038440704345703,53.41862869262695
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_2,0.9483471512794495,0.9978394508361816,0.04949229955673218,0.024766400016526104,0.008291503759840613,0.01647489625668549,0.9984839830140704,0.9633045241394084,0.03670685365796089,-4.4997457848694467e-07,5.273172855377197,159.16323852539062
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_4,0.9274101853370667,0.9985564947128296,0.07114630937576294,0.030190756833615048,0.008628618303653345,0.0215621385299617,0.9995226609344782,0.9395517668332782,0.043560270220041275,3.504471237647522e-07,5.313733100891113,174.69793701171875
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_6,0.6051563024520874,0.9976428151130676,0.3924865126609802,0.06001018280520325,0.012212072533515517,0.04779811027168773,0.9999545582983072,0.8992290057026141,0.044632378965616226,-1.667422111495398e-08,5.322721004486084,170.96554565429688
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_8,0.40924495458602905,0.9943822026252747,0.5851372480392456,0.06644150279644738,0.012370547584346471,0.05407095521210091,0.9999972698219558,0.905258949811587,0.026195555925369263,1.6687378945334785e-07,5.412775993347168,183.02719116210938
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_10,0.3461458384990692,0.9950830936431885,0.6489372551441193,0.07735006595173566,0.012271807345433558,0.0650782586063021,0.9999996159077773,0.9035060212915257,0.02774328552186489,-7.168603133322904e-08,5.515491485595703,197.0917510986328
cross_family,gemma3_4b_it,lfm2_5_1_2b_thinking,layer_12,0.2480345517396927,0.996770441532135,0.7487358897924423,0.08921103658929586,0.012045210806858626,0.07716582578243723,0.9999999416165922,0.9142018712100181,0.029319508001208305,3.763342419915716e-07,5.671962261199951,213.4747314453125
